"","state","PUMA","count","foster_per_pop","foster_density"
"2206","va","51145",31.88798598493,3.21743375894764,0.00878194323066265
"2207","va","51154",58.3942669497928,2.73535070965865,0.24891683741438
"2208","va","51155",20.043926119472,3.08178445871341,0.147395357467225
"2209","va","51164",21.6573964315622,2.92430413604675,0.0333679990134507
"2210","va","51165",33.3059663588705,2.89566739339859,0.363290427491207
"2211","va","51167",20.1417028050182,2.26057270538925,0.0367991037100764
"2212","va","51175",34.7143718329435,2.6529898229227,0.112191632230473
"2213","va","51186",27.9435457290502,2.5890434289864,0.0792087213667193
"2214","va","51206",36.5412757600888,2.44668736257709,0.0292994359687707
"2215","va","51215",34.860638173122,2.61422108534848,0.00774304413670297
"2216","va","51224",28.8887154185046,3.81822831331015,0.0617404698560716
"2217","va","51225",29.0268272306222,2.6204592606863,0.174754213442686
"2218","va","51235",42.1727909741991,2.82318857773458,0.26059303027926
"2219","va","51244",33.3659392219575,2.76459849382364,0.0559721989349634
"2220","va","51245",24.1652882731945,3.25633853566831,0.209521969842689
"2221","va","51246",56.5822072362298,3.24253336597305,0.256444267980053
"2222","va","51255",14.5465444426869,3.33712880079993,0.363613900670541
"2223","va","55001",19.5784618936215,2.93838539601103,0.131648029986745
"2224","va","55002",26.4130529200769,2.70099733306851,0.0347602365258623
"2225","va","59301",22.1560247012175,3.03299448339733,0.33966871433182
"2226","va","59302",16.915594127727,3.31548297289827,0.203206727707711
"2227","va","59303",32.2187335459571,2.41230409897852,0.325438574946105
"2228","va","59304",24.3131667799516,2.91315202251996,0.0855243517560612
"2229","va","59305",15.9034660655291,2.55847266176465,0.156685105401602
"2230","va","59306",17.461872153109,3.37623204816493,0.263272012516983
"2231","va","59307",15.7666185170303,2.25108773801118,0.136569489492806
"2232","va","59308",17.3768777687551,2.21389702748823,0.113265043863964
"2233","va","59309",23.3699755580479,2.59955234238575,0.222930122445198
"2234","vt","00100",53.2856990234784,2.99492463036637,0.0136876074102221
"2235","vt","00200",44.4311134538781,4.8305189665012,0.00535183866646298
"2236","vt","00300",32.9372644928335,4.7073409308037,0.00516571882995767
"2237","vt","00400",33.3459230298101,3.31965386060827,0.00530695658592109
"2238","wa","10100",56.6942494826741,2.90620512008787,0.00876626544129099
"2239","wa","10200",30.9375381974393,2.64604329434137,0.00392190617497401
"2240","wa","10300",13.7767837249079,1.86981320913517,0.00110143214029696
"2241","wa","10400",21.712700192499,3.08989614237925,0.000728927983548962
"2242","wa","10501",25.3613595283838,2.72908205406045,0.235832088064626
"2243","wa","10502",26.4773578442621,2.72990595363048,0.127110223492262
"2244","wa","10503",22.75892978265,3.28411685175325,0.0827156507009946
