"","state","PUMA","count","disconnected_per_pop","disconnected_density"
"422","ct","00105",1549,80.5260969016427,3.72990032545695
"423","ct","00104",2177,121.885672694698,43.5187330379029
"424","ct","00900",1493,112.44163277602,3.08653236656771
"425","ct","00304",735,56.8929483706169,3.02830980199833
"426","ct","00901",1534,116.609654123907,20.4917687044287
"427","ct","00302",3034,143.560140058673,64.9740292642767
"428","ct","00301",1919,140.144599430366,15.9874597074057
"429","ct","00306",680,63.855761104329,2.27056400220936
"430","ct","00902",2564,201.082268057407,11.6413325163093
"431","ct","00903",419,27.7061429610527,1.61159273729554
"432","ct","00305",1659,123.732100238663,12.7798810482712
"433","ct","00102",2047,91.5146638054363,8.22353153400912
"434","ct","00101",1263,67.3923483271971,3.74042296770237
"435","ct","00100",1926,87.2164108137481,3.77572694258274
"436","ct","00500",2199,123.082950856375,0.900174729271396
"437","ct","00300",1611,100.373831775701,2.34117467305111
"438","ct","01300",803,23.2262169901368,0.744379439766419
"439","ct","01500",1368,96.6989467731674,1.01443699603323
"440","ct","01100",1724,132.188314675663,1.3837939276001
"441","ct","01101",1424,75.3598645215919,1.89829118693667
"442","ct","00700",1120,55.7574550704436,0.986269802325337
"443","ct","00906",1779,180.425963488844,1.78703068987475
"444","ct","00103",365,30.6929027917928,0.605269537423827
"445","ct","00303",2229,141.911249761253,5.37929541110177
"446","ct","00905",2586,94.1322073383809,47.7814730438051
"447","de","00103",915,30.6471061093248,6.02997539530014
"448","de","00102",520,36.6171396380537,2.30728862798268
"449","de","00104",486,44.6362968405584,0.581018924547068
"450","de","00200",1984,90.4779277635899,0.960352781880994
"451","de","00300",2117,99.731474066048,0.683702223932579
"452","de","00101",1844,178.838134031617,28.4900199721829
"453","dc","00101",217,13.2051360068156,5.57015613101744
"454","dc","00102",1828,201.232937032144,73.5536686325374
"455","dc","00103",1802,180.705976734858,60.7536833616415
"456","dc","00104",5583,368.490528677975,108.021744854002
"457","dc","00105",1825,74.8933026920552,57.5200504112284
